ATC;MEGNEV;ANGOL;HATOANYAG
H05A;parathyreoid hormonok;parathyroid hormones;
H05AA;parathyreoid hormonok;parathyroid hormones;
H05AA01;parathyroid gland extract;parathyroid gland extract;parathyroid gland extract
H05B;anti-parathyreoid hormonok;anti-parathyroid hormones;
H05BA;calcitonin-készítmények;calcitonin preparations;
H05BA01;kalcitonin (szintetikus vagy lazac);kalcitonin (szintetikus vagy lazac);kalcitonin (szintetikus vagy lazac)
H05BA02;calcitonin (pork natural);calcitonin (pork natural);calcitonin (pork natural)
H05BA03;calcitonin (human synthetic);calcitonin (human synthetic);calcitonin (human synthetic)
H05BA04;elcatonin;elcatonin;elcatonin
H10;egyéb hormonok;;
J;szisztémás fertőzésellenes szerek;antiinfectives for systemic use;
J01;szisztémás antibiotikumok;antibacterials for systemic use;
J01A;tetraciklinek;tetracyclines;
J01AA;tetraciklinek;tetracyclines;
J01AA01;demeclocycline;demeclocycline;demeclocycline
J01AA02;doxiciklin;doxycycline;doxiciklin
J01AA03;chlortetracycline;chlortetracycline;chlortetracycline
J01AA04;lymecycline;lymecycline;lymecycline
J01AA05;metacycline;metacycline;metacycline
J01AA06;oxytetracycline;oxytetracycline;oxytetracycline
J01CA;széles spektrumú penicillinek;penicillins with extended spectrum;
J01CA01;ampicillin;ampicillin;ampicillin
J01CA02;pivampicillin;pivampicillin;pivampicillin
J01CA03;karbenicillin;carbenicillin;karbenicillin
J01CA04;amoxicillin;amoxicillin;amoxicillin
J01CA05;carindacillin;carindacillin;carindacillin
J01CA06;bacampicillin;bacampicillin;bacampicillin
J01CA07;epicillin;epicillin;epicillin
J01CA08;pivmecillinam;pivmecillinam;pivmecillinam
J01CA09;azlocillin;azlocillin;azlocillin
J01CA10;mezlocillin;mezlocillin;mezlocillin
J01CA11;mecillinam;mecillinam;mecillinam
J01CA12;piperacillin;piperacillin;piperacillin
J01CA13;ticarcillin;ticarcillin;ticarcillin
J01CA14;metampicillin;metampicillin;metampicillin
J01CA15;talampicillin;talampicillin;talampicillin
J01CA16;sulbenicillin;sulbenicillin;sulbenicillin
J01CA17;temocillin;temocillin;temocillin
J01CA18;hetacillin;hetacillin;hetacillin
J01CA20;combinations;combinations;combinations
J01CA51;ampicillin, combinations;ampicillin, combinations;ampicillin, combinations
J01CB;ampicillin és hasonló antibiotikumok enzim inhibítorral kombinálva;;
J01CE;béta-laktamáz szenzitív penicillinek;beta-lactamase sensitive penicillins;
J01CE01;benzilpenicillin;benzylpenicillin;benzilpenicillin
J01CE02;fenoximetilpenicillin;phenoxymethylpenicillin;fenoximetilpenicillin
J01CE03;propicillin;propicillin;propicillin
J01CE04;azidocillin;azidocillin;azidocillin
J01CE05;pheneticillin;pheneticillin;pheneticillin
J01CE06;penamecillin;penamecillin;penamecillin
J01CE07;clometocillin;clometocillin;clometocillin
J01CE08;benzathine benzylpenicillin;benzathine benzylpenicillin;benzathine benzylpenicillin
J01CE09;benzilpenicillin - prokain kombinációk;benzilpenicillin - prokain kombinációk;benzilpenicillin - prokain kombinációk
J01CE10;fenoximetilpenicillin - benzatin kombinációk;fenoximetilpenicillin - benzatin kombinációk;fenoximetilpenicillin - benzatin kombinációk
J01CE30;penicillinek egyéb kombinációi;penicillinek egyéb kombinációi;penicillinek egyéb kombinációi
J01CF;béta-laktamáz rezisztens penicillinek;beta-lactamase resistant penicillins;
J01CF01;dicloxacillin;dicloxacillin;dicloxacillin
J01CF02;cloxacillin;cloxacillin;cloxacillin
J01CF03;methicillin;methicillin;methicillin
J01CF04;oxacillin;oxacillin;oxacillin
J01CF05;flucloxacillin;flucloxacillin;flucloxacillin
J01CG;béta-laktamáz inhibítorok;beta-lactamase inhibitors;
J01CG01;sulbactam;sulbactam;sulbactam
J01CG02;tazobactam;tazobactam;tazobactam
J01CR;penicillinek kombinációi;combinations of penicillins, incl. beta-lactamase inhibitors;
J01CR01;ampicillin - laktamázgátló kombinációk;ampicillin - laktamázgátló kombinációk;ampicillin - laktamázgátló kombinációk
J01CR02;amoxicillin és enzim-inhibitor;amoxicillin and enzyme inhibitor;amoxicillin és enzim-inhibitor
J01CR03;ticarcillin and enzyme inhibitor;ticarcillin and enzyme inhibitor;ticarcillin and enzyme inhibitor
J01CR04;sultamicillin;sultamicillin;sultamicillin
J01CR05;piperacillin and enzyme inhibitor;piperacillin and enzyme inhibitor;piperacillin and enzyme inhibitor
J01CR50;combinations of penicillins;combinations of penicillins;combinations of penicillins
J01D;egyéb béta-laktám antibiotikumok;other beta-lactam antibacterials;
J01DA;cephalosporinok;cephalosporins and related substances;
J01DB01;cefalexin;cefalexin;cefalexin
J01DA02;cefaloridine;cefaloridine;cefaloridine
J01DA03;cefalotin;cefalotin;cefalotin
J01DA04;cefazolin;cefazolin;cefazolin
J01DA05;cefoxitin;cefoxitin;cefoxitin
J01DA06;cefuroxim;cefuroxime;cefuroxim
J01DA07;cefamandol;cefamandole;cefamandol
J01DA08;cefaclor;cefaclor;cefaclor
J01DA09;cefadroxil;cefadroxil;cefadroxil
J01DA10;cefotaxim;cefotaxime;cefotaxim
J01DA11;ceftazidim;ceftazidime;ceftazidim
J01DA12;cefsulodin;cefsulodin;cefsulodin
J01DA13;ceftriaxon;ceftriaxone;ceftriaxon
J01DA14;cefotetan;cefotetan;cefotetan
J01DA15;cefazedone;cefazedone;cefazedone
J01DA16;cefmenoxime;cefmenoxime;cefmenoxime
J01DA17;cefonicide;cefonicide;cefonicide
J01DA18;latamoxef;latamoxef;latamoxef
J01DA19;cefotiam;cefotiam;cefotiam
J01DA21;cefatrizine;cefatrizine;cefatrizine
J01DA22;ceftizoxim;ceftizoxime;ceftizoxim
J01DA23;cefixim;cefixime;cefixim
J01DE01;cefepime;cefepime;cefepime
J01DA25;cefodizime;cefodizime;cefodizime
C09BB07;ramipril és amlodipin;ramipril and amlodipine;ramipril és amlodipin
J01DA26;cefetamet;cefetamet;cefetamet
J01DA27;cefpiramide;cefpiramide;cefpiramide
J01DA30;cefapirin;cefapirin;cefapirin
J01DA31;cefradine;cefradine;cefradine
J01DA32;cefoperazone;cefoperazone;cefoperazone
J01DA33;cefpodoxim;cefpodoxime;cefpodoxim
J01DA34;cefacetrile;cefacetrile;cefacetrile
J01DA35;cefroxadine;cefroxadine;cefroxadine
J01DA36;ceftezole;ceftezole;ceftezole
J01DA37;cefpirom;cefpirome;cefpirom
J01DA38;loracarbef;loracarbef;loracarbef
J01DA39;ceftibuten;ceftibuten;ceftibuten
J01DA40;cefmetazole;cefmetazole;cefmetazole
J01DA41;cefprozil;cefprozil;cefprozil
J01DA42;cefdinir;cefdinir;cefdinir
J01DA63;ceftriaxone, combinations;ceftriaxone, combinations;ceftriaxone, combinations
J01DF;monobaktámok;monobactams;
J01DF01;aztreonam;aztreonam;aztreonam
J01DH;karbapenemek;carbapenems;
J01DH02;meropenem;meropenem;meropenem
J01DH51;imipenem - enzimgátló kombinációk;imipenem - enzimgátló kombinációk;imipenem - enzimgátló kombinációk
J01E;szulfonamidok és trimethoprim származékok;sulfonamides and trimethoprim;
J01EA;trimethoprim tartalmú készítmények;trimethoprim and derivatives;
J01EA01;trimethoprim;trimethoprim;trimethoprim
J01EA02;brodimoprim;brodimoprim;brodimoprim
J01EB;rövid hatású szulfonamid tartalmú készítmények;short-acting sulfonamides;
J01EB01;sulfaisodimidine;sulfaisodimidine;sulfaisodimidine
J01EB02;sulfamethizole;sulfamethizole;sulfamethizole
J01EB03;sulfadimidine;sulfadimidine;sulfadimidine
J01EB04;sulfapyridine;sulfapyridine;sulfapyridine
J01EB05;sulfafurazole;sulfafurazole;sulfafurazole
J01EB06;sulfanilamide;sulfanilamide;sulfanilamide
J01EB07;sulfathiazole;sulfathiazole;sulfathiazole
J01EB08;sulfathiourea;sulfathiourea;sulfathiourea
J01EB20;combinations;combinations;combinations
J01EC;középhosszú hatású szulfonamid tartalmú készítmények;intermediate-acting sulfonamides;
J01EC01;sulfamethoxazole;sulfamethoxazole;sulfamethoxazole
J01EC02;sulfadiazine;sulfadiazine;sulfadiazine
J01EC03;sulfamoxole;sulfamoxole;sulfamoxole
J01EC20;combinations;combinations;combinations
J01ED;hosszú hatású szulfonamid tartalmú készítmények;long-acting sulfonamides;
J01ED01;sulfadimethoxine;sulfadimethoxine;sulfadimethoxine
J01ED02;sulfalene;sulfalene;sulfalene
J01ED03;sulfametomidine;sulfametomidine;sulfametomidine
J01ED04;sulfametoxydiazine;sulfametoxydiazine;sulfametoxydiazine
J01ED05;sulfamethoxypyridazine;sulfamethoxypyridazine;sulfamethoxypyridazine
J01ED06;sulfaperin;sulfaperin;sulfaperin
J01ED07;sulfamerazine;sulfamerazine;sulfamerazine
J01ED08;sulfaphenazole;sulfaphenazole;sulfaphenazole
J01ED09;sulfamazon;sulfamazon;sulfamazon
J01ED20;combinations;combinations;combinations
J01EE;szulfonamid és trimethoprim kombinációk;combinations of sulfonamides and trimethoprim, incl. derivatives;
J01EE01;szulfametoxazol - trimetoprim kombinációk;szulfametoxazol - trimetoprim kombinációk;szulfametoxazol - trimetoprim kombinációk
J01EE02;sulfadiazine and trimethoprim;sulfadiazine and trimethoprim;sulfadiazine and trimethoprim
J01EE03;sulfametrole and trimethoprim;sulfametrole and trimethoprim;sulfametrole and trimethoprim
J01EE04;sulfamoxole and trimethoprim;sulfamoxole and trimethoprim;sulfamoxole and trimethoprim
J01EE05;szulfadimidin - trimetoprim kombinációk;szulfadimidin - trimetoprim kombinációk;szulfadimidin - trimetoprim kombinációk
J01F;makrolidok;macrolides and lincosamides;
J01FA;makrolidok;macrolides;
J01FA01;eritromicin;erythromycin;eritromicin
J01FA02;spiramicin;spiramycin;spiramicin
J01FA03;midecamycin;midecamycin;midecamycin
J01FA04;pristinamycin;pristinamycin;pristinamycin
J01FA05;oleandomycin;oleandomycin;oleandomycin
J01FA06;roxitromicin;roxithromycin;roxitromicin
J01FA07;josamicin;josamycin;josamicin
J01FA08;troleandomycin;troleandomycin;troleandomycin
J01FA09;klaritromicin;klaritromicin;klaritromicin
J01FA10;azitromicin;azithromycin;azitromicin
J01FA11;miocamycin;miocamycin;miocamycin
J01FA12;rokitamycin;rokitamycin;rokitamycin
J01FA13;diritromicin;dirithromycin;diritromicin
J01FA14;flurithromycin;flurithromycin;flurithromycin
J01FF;linkozamidok;lincosamides;
J01FF01;klindamicin;klindamicin;klindamicin
J01FF02;lincomycin;lincomycin;lincomycin
J01G;aminoglikozid antibiotikumok;aminoglycoside antibacterials;
J01GA;sztreptomycinek;streptomycins;
J01GA01;streptomicin;streptomycin;streptomicin
J01GA02;streptoduocin;streptoduocin;streptoduocin
J01GB;egyéb aminoglikozid antibiotikumok;other aminoglycosides;
J01GB01;tobramicin;tobramycin;tobramicin
J01GB03;gentamicin;gentamicin;gentamicin
J01GB04;kanamycin;kanamycin;kanamycin
J01GB05;neomycin;neomycin;neomycin
J01GB06;amikacin;amikacin;amikacin
J01GB07;netilmicin;netilmicin;netilmicin
J01GB08;sisomicin;sisomicin;sisomicin
J01GB09;dibekacin;dibekacin;dibekacin
J01GB10;ribostamycin;ribostamycin;ribostamycin
J01GB11;isepamicin;isepamicin;isepamicin
J01H;penicillinek;;
J01HA;penicillináz-érzékeny penicillinek;;
J01HB;penicillináz rezisztens penicillinek;;
J01J;penicillin - streptomicin kombinációk;;
J01JA;penicillináz rezisztens penicillinek - streptomicin kombinációk;;
J01K;minden egyéb antibiotikum;;
J01KA;szénhidrát-antibiotikumok;;
J01KB;polipeptid-antibiotikumok;;
J01KC;szteroid-antibiotikumok;;
J01KD;aminoglikozid-antibiotikumok;;
L04AA29;tofacitinib;tofacitinib;tofacitinib
J01KE;monobaktám-antibiotikumok;;
J01KF;thienamycin származékok és enzim inhibítorok;;
J01KX;egyéb antibiotikumok;;
J01L;különböző antibiotikumok kombinációi szisztémás használatra;;
J01LA;különböző antibiotikumok kombinációi szisztémás használatra;;
J01M;chinolonok;quinolone antibacterials;
J01MA;fluoro-chinolonok;fluoroquinolones;
J01MA01;ofloxacin;ofloxacin;ofloxacin
J01MA02;ciprofloxacin;ciprofloxacin;ciprofloxacin
J01MA03;pefloxacin;pefloxacin;pefloxacin
J01MA04;enoxacin;enoxacin;enoxacin
J01MA05;temafloxacin;temafloxacin;temafloxacin
J01MA06;norfloxacin;norfloxacin;norfloxacin
J01MA07;lomefloxacin;lomefloxacin;lomefloxacin
J01MA08;fleroxacin;fleroxacin;fleroxacin
J01MA09;sparfloxacin;sparfloxacin;sparfloxacin
J01MA10;rufloxacin;rufloxacin;rufloxacin
J01MA11;grepafloxacin;grepafloxacin;grepafloxacin
J01MA12;levofloxacin;levofloxacin;levofloxacin
J01MA13;trovafloxacin;trovafloxacin;trovafloxacin
J01MA14;moxifloxacin;moxifloxacin;moxifloxacin
J01MA15;gemifloxacin;gemifloxacin;gemifloxacin
J01MA16;gatifloxacin;gatifloxacin;gatifloxacin
J01MB;egyéb chinolonok, kivéve a g04ab atc-csoportba tartozó szereket;other quinolones;
J01MB01;rosoxacin;rosoxacin;rosoxacin
J01MB02;nalidixic acid;nalidixic acid;nalidixic acid
J01MB03;piromidic acid;piromidic acid;piromidic acid
J01MB04;pipemidic acid;pipemidic acid;pipemidic acid
J01MB05;oxolinic acid;oxolinic acid;oxolinic acid
J01MB06;cinoxacin;cinoxacin;cinoxacin
J01MB07;flumequine;flumequine;flumequine
J01R;antibakteriális szerek kombinációi;combinations of antibacterials;
J01RA;antibakteriális szerek kombinációi;combinations of antibacterials;
J01RA01;penicillins, comb. with other antibacterials;penicillins, comb. with other antibacterials;penicillins, comb. with other antibacterials
J01RA02;sulfonamides, comb. with other antibacterials (excl. trimethoprim);sulfonamides, comb. with other antibacterials (excl. trimethoprim);sulfonamides, comb. with other antibacterials (excl. trimethoprim)
J01RA03;cefuroxime, comb. with other antibacterials;cefuroxime, comb. with other antibacterials;cefuroxime, comb. with other antibacterials
J01X;egyéb antibakteriális szerek;other antibacterials;
J01XA;glikopeptid antibiotikumok;glycopeptide antibacterials;
J01XA01;vankomicin;vancomycin;vankomicin
J01XA02;teicoplanin;teicoplanin;teicoplanin
J01XB;polymyxinek;polymyxins;
J01XB01;colistin;colistin;colistin
J01XB02;polymyxin b;polymyxin b;polymyxin b
J01XC;szteroid antibakteriális szerek;steroid antibacterials;
J01XC01;fusidic acid;fusidic acid;fusidic acid
J01XD;imidazol származékok;imidazole derivatives;
J01AA07;tetracycline;tetracycline;tetracycline
J01AA08;minocycline;minocycline;minocycline
J01AA09;rolitetracycline;rolitetracycline;rolitetracycline
J01AA10;penimepicycline;penimepicycline;penimepicycline
J01AA11;clomocycline;clomocycline;clomocycline
J01AA20;combinations of tetracyclines;combinations of tetracyclines;combinations of tetracyclines
J07AP03;typhoid, purified polysaccharide antigen;typhoid, purified polysaccharide antigen;typhoid, purified polysaccharide antigen
J07AP10;typhoid, combinations with paratyphi types;typhoid, combinations with paratyphi types;typhoid, combinations with paratyphi types
J07AR;typhus exanthematicus vakcinák;typhus (exanthematicus) vaccines;
J07AR01;typhus exanthematicus, inactivated, whole cell;typhus exanthematicus, inactivated, whole cell;typhus exanthematicus, inactivated, whole cell
J07AX;egyéb bakteriális vakcinák;other bacterial vaccines;
J07B;virális vakcinák;viral vaccines;
J07BA;encephalitis vakcinák;encephalitis vaccines;
J07BA01;encephalitis, tick borne, inactivated, whole virus;encephalitis, tick borne, inactivated, whole virus;encephalitis, tick borne, inactivated, whole virus
J07BA02;encephalitis, japanese, inactivated, whole virus;encephalitis, japanese, inactivated, whole virus;encephalitis, japanese, inactivated, whole virus
J07BB;influenza vakcinák;influenza vakcinák;influenza vakcinák
J07BB01;influenza, inactivated, whole virus;influenza, inactivated, whole virus;influenza, inactivated, whole virus
J07BB02;influenza, purified antigen;influenza, purified antigen;influenza, purified antigen
J07BC;hepatitis vakcinák;hepatitis vaccines;hepatitis vakcinák
J07BC01;hepatitis b, purified antigen;hepatitis b, purified antigen;hepatitis b, purified antigen
J07BC02;hepatitis a, inactivated, whole virus;hepatitis a, inactivated, whole virus;hepatitis a, inactivated, whole virus
J07BC20;combinations;combinations;combinations
J07BD;morbilli vakcinák;morbilli vaccines;
J07BD01;morbilli, live attenuated;morbilli, live attenuated;morbilli, live attenuated
J07BD51;morbilli, combinations with parotitis, live attenuated;morbilli, combinations with parotitis, live attenuated;morbilli, combinations with parotitis, live attenuated
G03GA06;follitropin-ß;follitropin-ß;follitropin-ß
G03GB;szintetikus ovuláció stimulálók;ovulation stimulants, synthetic;
G03GB01;cyclofenil;cyclofenil;cyclofenil
G03GB02;clomifen;clomifen;clomifen
G03GB03;epimestrol;epimestrol;epimestrol
G03H;antiandrogének;antiandrogens;
G03HA;egykomponensű antiandrogén készítmények;antiandrogens, plain;
G03HA01;ciproteron;ciproteron;ciproteron
G03HB;antiandrogének és ösztrogének;antiandrogens and estrogens;
G03HB01;ciproteron - ösztrogén kombinációk;ciproteron - ösztrogén kombinációk;ciproteron - ösztrogén kombinációk
G03X;egyéb nemi hormonok és a genitális rendszer modulátorai;other sex hormones and modulators of the genital system;
G03XA;antigonadotropinok;antigonadotropins and similar agents;
G03XA01;danazol;danazol;danazol
G03XA02;gestrinone;gestrinone;gestrinone
G03XB;antiprogestogens;antiprogestogens;
G03XB01;mifepristone;mifepristone;mifepristone
G03XC;selective estrogen receptor modulators;selective estrogen receptor modulators;
G03XC01;raloxifene;raloxifene;raloxifene
G04;urológiai készítmények;urologicals;
G04A;vizelet fertőtlenítők és húgyúti fertőzés elleni szerek;;
G04AA;methenamin-készítmények;;
G04AA01;meténamin;;meténamin
G04AB;chinolon származékok;;
G04AB01;nalidixsav;;nalidixsav
