ID;KOD;LEIRAS
89481;D562;Delta-béta-thalassaemia
89482;D563;Thalassaemia jelleg
89483;D564;Magzati haemoglobin öröklött fennmaradása [HPFH]
89484;D568;Egyéb thalassaemiák
89485;D569;Thalassaemia, k.m.n.
89486;D570;Sarlósejtes anaemia krízissel
89487;D571;Sarlósejtes anaemia krízis nélkül
89488;D572;Kettős heterozygotás sarlósejtes zavarok
89489;D573;Sarlósejtes jelleg
89490;D578;Egyéb sarlósejtes rendellenességek
89491;D580;Örökletes sphaerocytosis
89492;D581;Örökletes elliptocytosis
89493;D582;Egyéb haemoglobinopathiák
89494;D588;Egyéb meghatározott örökletes haemolyticus anaemiák
89495;D589;Örökletes haemolyticus anaemia, k.m.n.
89496;D590;Gyógyszer okozta autoimmun haemolyticus anaemia
89761;E348;Egyéb megjelölt endokrin betegségek
89762;E349;Endokrin rendellenesség, k.m.n.
89763;E350;Pajzsmirigy betegségek máshová osztályozott betegségekben
89764;E351;Mellékvese betegségek máshová osztályozott betegségekben
89765;E358;Egyéb endokrin szervek betegségei máshová osztályozott betegségekben
89766;E440;Mérsékelt fokú fehérje-energiahiányos alultápláltság
89767;E441;Enyhe fokú fehérje-energiahiányos alultápláltság
89768;E500;A-vitamin hiány kötőhártya xerosissal
89769;E501;A-vitamin hiány Bitot-folttal és kötőhártya xerosissal
89770;E502;A-vitamin hiány szaruhártya xerosissal
89771;E503;A-vitamin hiány szaruhártya fekéllyel és xerosissal
89772;E504;A-vitamin hiány keratomalaciával
89773;E505;A-vitamin hiány farkasvaksággal
89774;E506;A-vitamin hiány xerophtalmusos szaruhártya-hegekkel
89775;E507;A-vitamin hiány egyéb szem-manifesztációi
89776;E508;A-vitamin hiány egyéb manifesztációi
89777;E509;A-vitamin hiány, k.m.n.
89778;E511;Beriberi
89779;E512;Wernicke-encephalopathia
89780;E518;Thiamin hiány egyéb manifesztációi
89781;E519;Thiamin hiány, k.m.n.
89782;E530;Riboflavin hiány
89783;E531;Pyridoxin hiány
89784;E538;Egyéb meghatározott, B-csoportba tartozó vitamin hiánya
89785;E539;B-vitamin hiány, k.m.n.
89786;E550;Rachitis, aktív
89787;E559;D-vitamin hiány, k.m.n.
89788;E560;E-vitamin hiány
89789;E561;K-vitamin hiány
89790;E568;Egyéb vitaminhiányok
89791;E569;Vitaminhiány, k.m.n.
89792;E610;Rézhiány
89793;E611;Vashiány
89794;E612;Magnézium-hiány
89795;E613;Mangán-hiány
89796;E614;Króm-hiány
89797;E615;Molibdén-hiány
89798;E616;Vanádium-hiány
89799;E617;Több nyomelem hiánya
89800;E618;Egyéb nyomelem hiánya
89801;E619;Nyomelem hiány, k.m.n.
89802;E630;Essentiális zsírsav [EFA] hiány
89803;E631;A táplálék alkotóelemeinek aránytalansága
89804;E638;Egyéb megjelölt táplálkozási hiányállapotok
89805;E639;Táplálkozási hiányállapot, k.m.n.
89806;E640;Fehérje-energiahiányos alultápláltság késői következményei
89807;E641;A-vitamin hiány késői következményei
89808;E642;C-vitamin hiány késői következményei
89809;E643;Rachitis késői következményei
89810;E648;Egyéb táplálkozási hiányállapotok késői következményei
89811;E649;Táplálkozási hiányállapot késői következményei k.m.n.
89812;E660;Kalóriatöbblet miatti elhízás
89813;E661;Gyógyszer okozta elhízás
89814;E662;Extrém elhízás alveoláris hypoventillatióval
89815;E668;Egyéb elhízás
89816;E669;Elhízás, k.m.n.
89817;E670;A-hypervitaminosis
89818;E671;Hypercarotinaemia
89819;E672;Pyridoxin (B6-vitamin) túladagolás szindróma
89820;E673;D-hypervitaminosis
89821;E678;Egyéb megjelölt túltápláltság
89822;E702;A tyrosin anyagcsere zavarai
89823;E703;Albinismus
89824;E708;Az aromás aminosavak anyagcseréjének egyéb rendellenességei
89825;E709;Aromás aminosav anyagcsere rendellenesség k.m.n.
89826;E710;Juharfaszirup betegség
89827;E711;Oldalláncos aminosav anyagcsere egyéb rendellenességei
89828;E712;Oldalláncos aminosav anyagcsere rendellenesség, k.m.n.
89829;E713;Zsírsav anyagcsere rendellenességei
89830;E720;Az aminosav transzport zavarai
97347;Z301;(Méhen belüli) fogamzásgátló eszköz felhelyezése
97348;Z302;Sterilizálás
97349;Z303;Menstruációs anyag kiürítése
97350;Z304;Fogamzásgátló szerek szedésének felülvizsgálata
97351;Z305;(Méhen belüli) fogamzásgátló eszköz ellenőrzése
97352;Z308;Fogamzásgátló kezelés, egyéb
97353;Z309;Fogamzásgátlás k.m.n.
97354;Z310;Tuba vagy vas deferens plasztika előzetes sterilizálás után
97355;Z311;Mesterséges megtermékenyítés
97356;Z312;Fertilisatio in vitro
97357;Z313;Egyéb megtermékenyítést elősegítő módszer
97358;Z314;Termékenységgel kapcsolatos vizsgálat
97359;Z315;Genetikai tanácsadás
97360;Z316;Termékenységgel kapcsolatos általános tanácsadás
97361;Z318;Termékenységgel kapcsolatos egyéb kezelés
97362;Z319;Termékenység k.m.n. kezelése
97363;Z320;Terhesség gyanúja
97364;Z321;Terhesség, bizonyított
97365;Z340;Terhesgondozás normális első terhesség esetén
97366;Z348;Terhesgondozás egyéb normális terhességben
97367;Z349;Terhesgondozás k.m.n. normális terhességben
97368;Z350;Terhesgondozás korábbi terméketlenséget követően
97369;Z351;Terhesgondozás korábbi vetélést követően
97370;Z352;Terhesség problematikus és terhelő szülészeti előzményt követően
97371;Z353;Terhesgondozás korábbi, nem megfelelő gondozást követően
96064;T902;A koponya és az arccsontok törésének maradványállapota
96065;T903;Az agyidegek sérülésének maradványállapota
96066;T904;A szem és az orbita sérülésének maradványállapota
96067;T905;A koponyaűri sérülés maradványállapota
96068;T908;Egyéb megjelölt fejsérülések maradványállapota
96069;T909;K.m.n. fejsérülések maradványállapota
96070;T910;A nyak és törzs felszíni sérülésének és nyílt sebének maradványállapota
96071;T911;A gerinc törésének maradványállapotai
96072;T912;A mellkas és a medence egyéb töréseinek maradványállapotai
96073;T913;A gerincagy sérülésének maradványállapotai
96074;T914;A mellkas belső sérülésének maradványállapotai
96075;T915;A hasűri és medencei szervek belső sérülésének maradványállapotai
96076;T918;A nyak és a törzs egyéb megjelölt sérüléseinek maradványállapotai
96077;T919;A nyak és a törzs k.m.n. sérülésének maradványállapotai
96078;T920;A felső végtagok nyílt sebének maradványállapotai
96079;T921;A kar törésének maradványállapotai
96080;T922;A csukló és a kéz törésének maradványállapotai
96081;T923;A felső végtagok ficamának, rándulásának és húzódásának maradványállapotai
96082;T924;A felső végtag idegei sérülésének maradványállapotai
96083;T925;A felső végtag izom- és ínsérülésének maradványállapotai
96084;T926;A felső végtag zúzódásának és traumás amputációjának maradványállapotai
96085;T928;A felső végtag egyéb megjelölt sérülésének maradványállapotai
96086;T929;A felső végtag k.m.n. sérülésének maradványállapotai
96087;T930;Az alsó végtag nyílt sérülésének maradványállapotai
96088;T931;A combcsont törésének maradványállapotai
96089;T932;Az alsó végtag egyéb törésének maradványállapotai
96090;T933;Az alsó végtag ficamának, rándulásának és húzódásának maradványállapotai
96091;T934;Az alsó végtag idegei sérülésének maradványállapotai
96092;T935;Az alsó végtag izom- és ínsérülésének maradványállapotai
96093;T936;Az alsó végtag összezúzódásának és traumás amputációjának maradványállapotai
96094;T938;Az alsó végtag egyéb megjelölt sérülésének maradványállapotai
96095;T939;Az alsó végtag k.m.n. sérülésének maradványállapotai
96096;T940;Több testtájat érintő sérülések maradványállapotai
96097;T941;K.m.n. lokalizációjú sérülések maradványállapotai
96098;T950;A fej és a nyak égési sérülésének, maródásának és fagyásának maradványállapotai
96099;T951;A törzs égési sérülésének, maródásának vagy fagyásának maradványállapota
96100;T952;A felső végtag égési sérülésének, maródásának vagy fagyásának maradványállapotai
96101;T953;Az alsó végtag égési sérülésének, maródásának vagy fagyásának maradványállapotai
96102;T954;A megégett és maródott testfelület kiterjedése szerint osztályozott égési sérülés vagy fagyás maradványállapotai
96103;T958;Egyéb megjelölt égési sérülés, maródás vagy fagyás maradványállapotai
96104;T959;K.m.n. égési sérülés, maródás vagy fagyás maradványállapotai
96105;T980;Testnyílásokon át bejutott idegentest maradványállapotai
96106;T981;Külső hatások egyéb és k.m.n. következményeinek maradványállapotai
96107;T982;Trauma bizonyos korai szövődményeinek maradványállapotai
96108;T983;Az orvosi és sebészi kezelés szövődményeinek maradványállapotai, m.n.o.
96122;V010;Gyalogos sérülése kerékpárral való összeütközéstől, nem közúti balesetben
96123;V011;Gyalogos sérülése kerékpárral való összeütközéstől, közúti balesetben
96124;V019;Gyalogos sérülése kerékpárral való összeütközéstől, nincs megjelölve, hogy közúti vagy nem közúti balesetben
96125;V020;Gyalogos sérülése két- vagy háromkerekű motoros járművel ütközéstől, nem közúti balesetben
96126;V021;Gyalogos sérülése két- vagy háromkerekű motoros járművel ütközéstől, közúti balesetben
96127;V029;Gyalogos sérülése két- vagy háromkerekű motoros járművel ütközéstől, nincs megjelölve, hogy közúti vagy nem közúti balesetben
96128;V030;Gyalogos sérülése gyalogos és autó vagy teherautó közötti összeütközésben, nem közúti balesetben
96129;V031;Gyalogos sérülése gyalogos és autó vagy teherautó közötti összeütközésben, közúti balesetben
96130;V039;Gyalogos sérülése gyalogos és autó vagy teherautó közötti összeütközésben, nincs megjelölve, hogy közúti vagy nem közúti balesetben
96131;V040;Gyalogos sérülése gyalogos és nehézjármű vagy autóbusz közötti összeütközésben, nem közúti balesetben
96644;V694;Nehéz szállítójármű vezetőjének sérülése összeütközésben, egyéb és k.m.n. motoros jármű közúti balesetében
96645;V695;Nehéz szállítójármű utasának sérülése összeütközésben, egyéb és k.m.n. motoros jármű közúti balesetében
96646;V696;Nehéz szállítójármű k.m.n. utasának sérülése összeütközésben, egyéb és k.m.n. motoros jármű közúti balesetében
96647;V698;Nehéz szállítójármű bármely utasának sérülése egyéb megjelölt közlekedési balesetben
96648;V699;Nehéz szállítójármű bármely utasának sérülése k.m.n. közúti balesetben
96649;V700;Autóbusz vezetőjének sérülése nem közúti balesetben gyalogossal vagy állattal való ütközésben
96650;V701;Autóbusz utasának sérülése nem közúti balesetben gyalogossal vagy állattal való ütközésben
96651;V702;Autóbusz külső részén utazó személy sérülése nem közúti balesetben gyalogossal vagy állattal való ütközésben
96652;V703;Autóbusz k.m.n. utasának sérülése nem közúti balesetben gyalogossal vagy állattal való ütközésben
96653;V704;Személy sérülése autóbuszra(ról) való felszállás vagy leszállás során gyalogossal vagy állattal való ütközésben
96654;V705;Autóbusz vezetőjének sérülése közúti balesetben gyalogossal vagy állattal való ütközésben
90390;G403;Általánosult idiopathiás epilepszia és epilepsziás szindrómák
90391;G405;Speciális epilepsziás szindrómák
90392;G406;Grand mal rohamok k.m.n. (petit mal-lal vagy anélkül)
90393;G407;Petit mal k.m.n. grand mal rohamok nélkül
90394;G408;Egyéb epilepszia
90395;G410;Grand mal status epilepticus
90396;G411;Petit mal status epilepticus
90397;G412;Összetett részleges status epilepticus
90398;G418;Egyéb status epilepticus
90399;G419;Status epilepticus, k.m.n.
90400;G430;Migrén aura nélkül [közönséges migrén]
90401;G431;Migrén aurával [klasszikus migrén]
90402;G432;Status migrainosus
90403;G433;Szövődményes migrén
90404;G438;Egyéb migrén
90405;G439;Migrén k.m.n.
90406;G440;Halmozott fejfájás szindróma
90407;G441;Éreredetű fejfájás m.n.o.
90408;G442;Tenziós típusú fejfájás
90409;G443;Idült, posttraumás fejfájás
90410;G444;Gyógyszer okozta fejfájás m.n.o.
90411;G448;Egyéb, meghatározott fejfájás-szindrómák
90412;G450;Vertebro-basiláris szindróma
90413;G451;Arteria carotis szindróma (féltekei)
90414;G452;Többszörös és kétoldali praecerebrális artéria szindrómák
90415;G453;Amaurosis fugax
90416;G454;Átmeneti globális amnézia
90417;G458;Egyéb, átmeneti agyi ischaemiás attakok és rokon szindrómák
90418;G460;Arteria cerebri media szindróma (I66.0+)
90419;G461;Arteria cerebri anterior szindróma (I66.1+)
90420;G462;Arteria cerebri posterior szindróma (I66.2+)
91297;I845;Külső aranyerek szövődmény nélkül
91298;I846;Maradvány aranyeres bőrfüggelékek
91299;I847;Thrombotizált aranyerek k.m.n.
91300;I848;K.m.n. aranyerek egyéb szövődményekkel
91301;I849;Aranyerek, szövődmény nélkül, k.m.n.
91302;I850;Nyelőcső varicositás vérzéssel
91303;I859;Nyelőcső varicositás vérzés nélkül
91304;I860;Nyelv alatti varicositás
91305;I861;Herezacskó varicositás
91306;I862;Medencei varicositás
91307;I863;Vulva varicositás
91308;I864;Gyomor varicositás
91309;I868;Varicositás egyéb meghatározott lokalizációban
91310;I870;Visszérgyulladás utáni tünetegyüttes
91311;I871;A visszerek kompressziója
91312;I872;Vénás elégtelenség (idült)(perifériás)
91313;I878;Egyéb meghatározott visszérbetegségek
91314;I879;Visszérbetegség, k.m.n.
91315;I880;Nem specifikus mesenteriális nyirokcsomó-gyulladás
91316;I881;Idült nyirokcsomó-gyulladás, kivéve a mesenteriálist
91317;I888;Egyéb nem specifikus nyirokcsomó-gyulladás
91318;I889;Nem specifikus nyirokcsomó-gyulladás k.m.n.
91319;I890;Lymphoedema, m.n.o.
91320;I891;Nyirokérgyulladás
91321;I898;A nyirokerek és nyirokcsomók egyéb, meghatározott, nem fertőzéses eredetű betegségei
91322;I899;A nyirokerek és nyirokcsomók egyéb nem fertőzéses rendellenessége k.m.n.
91323;I950;Idiopathiás hypotensio
91324;I951;Orthostaticus hypotensio
91325;I952;Gyógyszer okozta alacsony vérnyomás
91326;I958;Egyéb hypotensio
91327;I959;Alacsony vérnyomás k.m.n.
91328;I970;Postcardiotomiás szindróma
91329;I971;Szívműtét utáni egyéb funkcionális zavarok
91330;I972;Emlőeltávolítás utáni nyirokpangás-szindróma
91331;I978;A keringési rendszer egyéb, beavatkozások utáni rendellenességei m.n.o.
91332;I979;A keringési rendszer beavatkozás utáni rendellenessége k.m.n.
91333;I980;Szív és érrendszeri szifilisz
91334;I981;Szív és érrendszeri rendellenességek máshová osztályozott fertőző és parazitás betegségekben
91335;I982;Nyelőcső varicositás máshová osztályozott betegségekben
91336;I988;A keringési rendszer egyéb meghatározott rendellenességei máshová osztályozott betegségekben
91337;J010;Sinusitis maxillaris acuta
91338;J011;Sinusitis frontalis acuta
91339;J012;Sinusitis ethmoidalis acuta
91340;J013;Sinusitis sphenoidalis acuta
91341;J014;Heveny pansinusitis
91342;J018;Egyéb heveny sinusitis
91343;J019;Heveny sinusitis, k.m.n.
91344;J020;Heveny garathurut streptococcus miatt
91345;J028;Heveny garatgyulladás egyéb meghatározott kórokozótól
91346;J029;Akut garatgyulladás, nem meghatározott
91347;J030;Streptococcus okozta mandulagyulladás
91348;J038;Heveny mandulagyulladás egyéb, meghatározott kórokozótól
91349;J039;Heveny mandulagyulladás, k.m.n.
91350;J040;Heveny gégegyulladás
91351;J041;Heveny légcsőgyulladás
91352;J042;Heveny laryngotracheitis
91353;J050;Heveny obstruktív laryngitis [croup]
91354;J051;Heveny epiglottitis
91355;J060;Heveny laryngopharyngitis
91356;J068;Egyéb felső légúti fertőzések több helyen
91357;J069;Felső légúti fertőzés, k.m.n.
91359;J100;Influenza tüdőgyulladással, egyéb influenzavírus azonosítva
91360;J101;Influenza egyéb légúti manifesztációkkal, egyéb influenzavírus azonosítva
91361;J108;Influenza egyéb manifesztációkkal, egyéb influenzavírus azonosítva
91362;J110;Influenza tüdőgyulladással, vírus azonosítása nélkül
91363;J111;Influenza egyéb légúti manifesztációkkal, specifikus vírus azonosítása nélkül
91364;J118;Influenza egyéb manifesztációkkal, vírus azonosítása nélkül
91365;J120;Adenovírus pneumonia
91366;J121;Légúti syncytiális vírus pneumonia
91367;J122;Parainfluenza vírus pneumonia
